,context,question,answers,id,rougel,hallucination,generated_answer,is_substring,gpt_hallucination,prompt,context_hash,split
389,"Chapter XVIII 

The Hound Restored 

On the third day after his arrival at the camp Archie received orders to prepare to start with the hound, with the earl and a large party of men-at-arms, in search of Bruce. A traitor had just come in and told them where Bruce had slept the night before. Reluctantly Archie unfastened the chain from the pole, and holding the end in his hand went round with Hector to the front of the pavilion. He was resolved that if under the dog's guidance the party came close up with Bruce, he would kill the dog and then try to escape by fleetness of foot, though of this, as there were so many mounted men in the party, he had but slight hope. Led by the peasant they proceeded to the hut, which was five miles away in the hills. On reaching it Hector at once became greatly excited. He sniffed here and there, eagerly hunted up and down the cottage, then made a circuit round it, and at last, with a loud deep bay he started off with his nose to the ground, pulling so hard at the chain that Archie had difficulty in keeping up with him. Pembroke and his knights rode a little behind, followed by their men-at-arms. 

""I pray you, Sir Earl,"" Archie said, ""keep not too close to my traces, for the sound of the horse's hoofs and the jingling of the equipments make him all the more impatient to get forward, and even now it taxes all my strength to hold him in.""  Q: To whom did Archie pray? A: Sir Earl. Q: And what should Sir Earl not get too close to? A: Archie's traces. Q: What does the sound of horse's hoofs make him impatient to do? A: Makes him impatient to go forward. Q: Is Archie having a bit of trouble keeping him in check? A: Yes. Q: What did Archie receive after his arrival at camp? A: Orders.",How many days after his arrival did he receive those?,"['3 days', 'the third day', 'Three', 'Three']",3z3zlgnnsiuha76yy56h6uu71bh3q1_5,1.0,0.0,Three days.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",8738977440565173581,test
2918,"The day is like any other day in his life. Tom walks past the shop at the street corner. He stops to look at the front row of shoes, and he feels happy to see that pair of shoes he wants very much is still there. But he feels sorry for himself. He really wants to have them for his birthday. He sadly walks away and thinks how to tell his mother about it. He knows she will give him anything he likes if she can. He also knows very well that she has little money. He decides not to go home so quickly, because he looks worried and his mother will see it. So he goes to the park and sits on the grass. Then he sees a boy in a wheel chair. He notices that the boy moves the wheel chair with his hands. Tom looks at him carefully and is surprised to see the boy has no feet. He looks at his own feet. ""It's much better to be without shoes than without feet,"" he thinks. He smiles and he is happier. Q: What special occasion is coming up? A: Tom's birthday. Q: Does he want something specific for it? A: yes. Q: What? A: a certain pair of shoes. Q: Is he happy and excited about his existence? A: no. Q: Why? A: He feels sorry for himself. Q: Is today normal or unusual? A: normal. Q: Where did he see the things he wanted? A: the shop at the street corner. Q: Was he riding a bike? A: no. Q: How was he traveling then? A: he was walking. Q: Where does he have a seat? A: on the grass. Q: Where at? A: the park. Q: What does he notice? A: That the boy moves the wheel chair with his hands. Q: Someone else's chair? A: no. Q: Why doesn't he just walk? A: He has no feet. Q: Does this shock Tom? A: yes.",Does it make his more upset?,"['no', 'no', 'no', 'No']",3kjyx6qcm9bk0t44npsesoa4e4mvjb_15,1.0,0.0,no.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",4600642947811801789,train
6759,"Fifty-two countries have participated in the Eurovision Song Contest since it started in 1956. Of these, twenty-seven have won the contest. The contest, organised by the European Broadcasting Union (EBU), is held annually between members of the Union. Broadcasters from different countries submit songs to the event, and cast votes to determine the most popular in the competition. 

Participation in the contest is primarily open to all active member broadcasters of the EBU. To be an active member, broadcasters must be a member of the European Broadcasting Union, or be in a Council of Europe member country. Eligibility to participate is not determined by geographic inclusion within the continent of Europe, despite the ""Euro"" in ""Eurovision"" — nor does it have a direct connection with the European Union. Several countries geographically outside the boundaries of Europe have competed: Israel, Cyprus and Armenia, in Western Asia, since 1973, 1981 and 2006 respectively; Morocco, in North Africa, in the 1980 competition alone; and Australia making a debut in the 2015 contest. In addition, several transcontinental countries with only part of their territory in Europe have competed: Turkey, since 1975; Russia, since 1994; Georgia, since 2007; and Azerbaijan, which made its first appearance in the 2008 edition. Two of the countries that have previously sought to enter the competition, Lebanon and Tunisia, in Western Asia and North Africa respectively, are also outside of Europe. The Gulf state of Qatar, in Western Asia, announced in 2009 its interest in joining the contest in time for the 2011 edition. However, this did not materialise, and there are no known plans for a future Qatari entry the Eurovision Song Contest. Australia, where the contest has been broadcast since the 1970s, debuted as a participant in the 2015 edition, with entries in 2016 and 2017. Q: Who can take part in the contest? A: all active member broadcasters of the EBU. Q: What is one way to be a member? A: be a member of the European Broadcasting Union. Q: And another? A: be in a Council of Europe member country. Q: Do you need to be located in Europe? A: no. Q: Have any countries competed that are not in Europe? A: yes. Q: Has the U.S.? A: unknown. Q: What about Australia? A: yes. Q: What year? A: 2015. Q: How many times did Morocco compete? A: once. Q: When was Israel's first appearance? A: 1973. Q: Which Western Asian country first competed in 1981? A: Armenia 1981. Q: Did Qatar ever get in? A: no. Q: Did they want to? A: yes. Q: When did they say that? A: 2009. Q: When will they be allowed in? A: 2011. Q: Can you watch the contest in Australia? A: yes. Q: Since when? A: 1970s,. Q: When did this competition first happen? A: 1956. Q: Have over 100 countries taken part? A: no.",Is it held every month?,"['no', 'No.', 'no', 'no']",3uouji6mtdeliyktz3xanbg0bugxuy_19,1.0,0.0,no.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",-5240359461319955803,test
195,"A German taxi-driver, Franz Bussman, recently found his brother who was thought to have been killed twenty years ago. 

While on a walking tour with his wife, he stopped to talk to a workman. After they had gone on, Mrs. Bussman said that the workman was closely like her husband and even suggested that he might be his brother. Franz laughed at the idea, pointing out that his brother had been killed in action during the war. Though Mrs. Busman knew this story quite well, she thought there was a chance in a million that she might be right. 

A few days later, she sent a boy to the workman to ask him if his name was Hans Bussman. Needless to say, the man's name was Hans Bussman. And he really was Franz's long-lost brother. 

When the brothers were reunited, Hans explained how it was that he was still alive. 

After having been wondered towards the end of the war, he had been sent to hospital and was separated from his unit . The hospital had been bombed and Hans had made his way back into Western Germany on foot. Meanwhile, his unit was lost and all records of him had been destroyed. Hans returned to his home, but the house had been bombed up. Guessing that his family had all been killed during an air-raid , Hans settled down in a village fifty miles away where he had remained ever since. Q: What happened to the hospital where Hans was? A: The hospital had been bombed. Q: Was he with his unit at the time? A: No. Q: What country was he in? A: Germany. Q: Was he in the Eastern or Western part? A: Eastern Germany at the time of his hospital stay. Q: And which part did he need to get to? A: Western Germany. Q: Did he drive there? A: No.",Was the war nearly over by this time?,"['Yes', 'yes', 'yes', 'yes']",3tem0pf1q5xr463wawie4xp1fe70dl_6,1.0,0.0,Yes.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",5744758331037289922,train
1688,"The Arena Football League (AFL) is the highest level of professional indoor American football in the United States. It was founded in 1987 by Jim Foster, making it the third longest-running professional football league in North America, after the Canadian Football League and the National Football League. It is played indoors on a 68-yard field (about half the distance of an NFL field), resulting in a faster-paced and higher-scoring game. The sport was invented in the early 1980s and patented by Foster, a former executive of the United States Football League and the National Football League. 

For its 2015 season, the league consisted of 12 teams, all from the United States; however, upon the completion of the regular season, the league announced that the two teams it had assumed operation of during the season would cease all operations effective immediately; a regular season game slated between the two had previously been canceled and declared a tie. Subsequently, one of the remaining teams, the Spokane Shock, severed its ties with the league to join the competing IFL. The AFL is divided into two conferences – the American Conference and National Conference. Starting 2016, each conference will have only four teams as the champion San Jose SaberCats announced in November 2015 that they were ceasing activity for ""reasons not associated with League operations."" Q: What AFL stands for? A: Arena Football League. Q: Is it played outside? A: No. Q: When was it founded? A: 1987. Q: By whom? A: Jim Foster. Q: How is it ranked by longest-running? A: third. Q: How big is the field? A: 68-yards. Q: How it compares with NFL field? A: about half the distance of an NFL field. Q: Are there any other differences? A: faster-paced. Q: Any other? A: higher-scoring. Q: In recent year how teams were there? A: 12. Q: Which year? A: 2015.",Going back when the sports was invented?,"['early 1980s', 'early 1980s', '1987', 'the early 1980s']",3fe7txl1linsppafu5scnkpfvoq2qg_11,1.0,0.0,early 1980s.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",-365240622307369071,train
4999,"Once upon a time there was a cute brown puppy. He was a very happy puppy. His name was Rudy. Rudy had a best friend. His name was Thomas. Thomas had a nice dad named Rick. Thomas and Rudy had been friends for almost a year. Rudy and Thomas loved to play in the big back yard. Sometimes, Thomas would ask his friend Jacob to come to the back yard and play with them. Jacob would always bring his puppy too. Jacob's puppy was named Sally. Thomas and Jacob would run around the back yard and Rudy and Sally chased them and barked. They all had so much fun playing together. One day, Thomas told Rudy that tomorrow would be a very special day. It would be Rudy's birthday. Rudy was very excited. The next day came and Thomas threw a birthday party for Rudy. All of Rudy's friends were there and they had presents for him. Jacob brought Rudy a new ball and Sally brought him a bone. There was one more present for Rudy to open. When he opened the gift from Thomas, Rudy was so exited that he jumped and barked. It was a new red collar with a shiny name tag on it. It was the best gift Rudy had ever been given. Q: Who was Rudy's best friend? A: Thomas. Q: How long have they been friends? A: almost a year. Q: Where do they like to play? A: in the back yard. Q: Does anyone join them? A: Jacob. Q: What does he bring? A: his puppy. Q: What was its name? A: Sally. Q: What did she bring to the party? A: a bone. Q: What did Jacob bring? A: ball. Q: Whose party was it? A: Rudy's.",Who was the last go give him a gift?,"['Thomas', 'Thomas', 'Thomas', 'Thomas']",3z4airp3c6d591tvxfnqc9b3zm51x2_9,1.0,0.0,Thomas.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",6039661855165081853,train
1723,"Spain and its autonomous communities are divided into fifty provinces (, ; sing. ""provincia""). Ceuta, Melilla and the Plazas de soberanía are not part of any provinces. 

The layout of Spain's provinces closely follows the pattern of the territorial division of the country carried out in 1833. The only major change of provincial borders since that time has been the sub-division of the Canary Islands into two provinces rather than one. 

Historically, the provinces served mainly as transmission belts for policies enacted in Madrid, as Spain was a highly centralised state for most of its history. The importance of the provinces has declined since the adoption of the system of autonomous communities in the period of the Spanish transition to democracy. They nevertheless remain electoral districts for national elections and as geographical references: for instance in postal addresses and telephone codes. 

A small town would normally be identified as being in, say, Valladolid province rather than the autonomous community of Castile and León. The provinces were the ""building-blocks"" from which the autonomous communities were created. Consequently, no province is divided between more than one of these communities. 

Most of the provinces—with the exception of Álava/Araba, Asturias/Asturies, Bizkaia/Vizcaya, Cantabria, Gipuzkoa/Gipúzcoa, Illes Balears/Islas Baleares, La Rioja, and Nafarroa/Navarra—are named after their principal town. Only two capitals of autonomous communities—Mérida in Extremadura and Santiago de Compostela in Galicia—are not also the capitals of provinces. Q: What were provinces historically for? A: transmission belts for policies enacted. Q: Where are they enacted? A: in Madrid. Q: What location is divided into fifty provinces? A: Spain. Q: and? A: its autonomous communities. Q: What are most provinces named after? A: their principal town. Q: How many aren't? A: Eight.",How many are not the provinces' capital?,"['Two', 'two', 'Two', 'Two']",3c2nj6jbkah7msxned0vjquaqpi2nw_6,1.0,0.0,Two.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",-3945950267344476170,test
6369,"CHAPTER XIV 

THE CURE 

It was noon when Harding returned to camp, ragged and exhausted, with Clarke limping after him in an even more pitiable state. The latter had suffered badly from the hurried march, but his conductor would brook no delay and the grim hints he had been given encouraged him to the utmost exertion he was capable of. Blake was alive, but when Harding bent over him he feared that help had come too late. His skin looked harsh and dry, his face had grown hollow, and his thick strong hair had turned lank and was falling out. His eyes were vacant and unrecognizing when he turned them upon Harding. 

""Here's your patient,"" the American said to Clarke. ""We expect you to cure him, and you had better get to work at once."" Then his face grew troubled as he asked Benson: ""How long has he been like that?"" 

""The last two days,"" said Benson. ""I'm afraid he's very bad."" 

Harding sat down with a smothered groan. Every muscle seemed to ache, he could scarcely hold himself upright, and his heart was heavy. He would miss Blake terribly; it was hard to think of going on without him, but he feared that this was inevitable. He was filled with a deep pity for the helpless man, but after a few moments his weary face grew stern. He had done all that he was able, and now Clarke, whom he believed to be a man of high medical skill, must do his part. If he were unsuccessful, it would be the worse for him.  Q: Which chapter? A: XIV. Q: Is it about a disease? A: Yes. Q: What time did Harding return to camp? A: Noon. Q: How long has Blake looked ill? A: The last two days. Q: What state did Clarke limp into camp in? A: An even more pitiable one. Q: Did he have high medical skill? A: Yes. Q: Would things be worse if he was unsuccessful? A: Yes. Q: Had Harding done all he was able? A: Yes. Q: What had he smothered? A: Groan. Q: What did every one one of his muscles do? A: Ache. Q: Who had suffered badly during the hurried march? A: Clarke. Q: What level of exertion was he encouraged to give? A: The utmost that he was capable of. Q: Who feared he had come to late? A: Harding. Q: Was Blake still alive? A: Yes. Q: What had his thick strong hair turned to? A: Lank. Q: Was Blake's hair growing fitfully and fully? A: No.",Was there a lot of life in Blake's eyes?,"['No', 'no', 'no', 'no']",3bqu611vfpkxxaesycw5bc74qt7991_16,1.0,0.0,No.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",-2038425053828396080,train
1486,"One of the jurors who acquitted George Zimmerman said she had ""no doubt"" he feared for his life in the final moments of his struggle with Trayvon Martin, and that was the definitive factor in the verdict. 

The woman, who was identified just as Juror B37, spoke exclusively to CNN's ""Anderson Cooper 360"" on Monday night. She is the first juror to speak publicly about the case. 

She said she believes Zimmerman's ""heart was in the right place"" the night he shot Martin, but that he didn't use ""good judgment"" in confronting the Florida teen. 

""I think George Zimmerman is a man whose heart was in the right place, but just got displaced by the vandalism in the neighborhoods, and wanting to catch these people so badly that he went above and beyond what he really should have done,"" she said. 

Fringe protesters turn violent in LA after Zimmerman verdict 

""But I think his heart was in the right place. It just went terribly wrong."" 

If anything, Zimmerman was guilty of not using ""good judgment,"" the juror said. 

""When he was in the car, and he had called 911, he shouldn't have gotten out of that car,"" she said. 

She also said she believes Martin threw the first punch in the confrontation that followed. 

""I think George got in a little bit too deep, which he shouldn't have been there. But Trayvon decided that he wasn't going to let him scare him ... and I think Trayvon got mad and attacked him,"" she said.  Q: What does this juror think Zimmerman was guilty of? A: not using ""good judgment. Q: What does she think he should have done? A: he shouldn't have gotten out of that car.",Did he call for help>,"['yes', 'yes', 'yes', 'yes']",3a9aa95atwmzoasncbfllm2h90e5p7_2,1.0,0.0,yes,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",2170809140309417697,train
6757,"Fifty-two countries have participated in the Eurovision Song Contest since it started in 1956. Of these, twenty-seven have won the contest. The contest, organised by the European Broadcasting Union (EBU), is held annually between members of the Union. Broadcasters from different countries submit songs to the event, and cast votes to determine the most popular in the competition. 

Participation in the contest is primarily open to all active member broadcasters of the EBU. To be an active member, broadcasters must be a member of the European Broadcasting Union, or be in a Council of Europe member country. Eligibility to participate is not determined by geographic inclusion within the continent of Europe, despite the ""Euro"" in ""Eurovision"" — nor does it have a direct connection with the European Union. Several countries geographically outside the boundaries of Europe have competed: Israel, Cyprus and Armenia, in Western Asia, since 1973, 1981 and 2006 respectively; Morocco, in North Africa, in the 1980 competition alone; and Australia making a debut in the 2015 contest. In addition, several transcontinental countries with only part of their territory in Europe have competed: Turkey, since 1975; Russia, since 1994; Georgia, since 2007; and Azerbaijan, which made its first appearance in the 2008 edition. Two of the countries that have previously sought to enter the competition, Lebanon and Tunisia, in Western Asia and North Africa respectively, are also outside of Europe. The Gulf state of Qatar, in Western Asia, announced in 2009 its interest in joining the contest in time for the 2011 edition. However, this did not materialise, and there are no known plans for a future Qatari entry the Eurovision Song Contest. Australia, where the contest has been broadcast since the 1970s, debuted as a participant in the 2015 edition, with entries in 2016 and 2017. Q: Who can take part in the contest? A: all active member broadcasters of the EBU. Q: What is one way to be a member? A: be a member of the European Broadcasting Union. Q: And another? A: be in a Council of Europe member country. Q: Do you need to be located in Europe? A: no. Q: Have any countries competed that are not in Europe? A: yes. Q: Has the U.S.? A: unknown. Q: What about Australia? A: yes. Q: What year? A: 2015. Q: How many times did Morocco compete? A: once. Q: When was Israel's first appearance? A: 1973. Q: Which Western Asian country first competed in 1981? A: Armenia 1981. Q: Did Qatar ever get in? A: no. Q: Did they want to? A: yes. Q: When did they say that? A: 2009. Q: When will they be allowed in? A: 2011. Q: Can you watch the contest in Australia? A: yes. Q: Since when? A: 1970s,.",When did this competition first happen?,"['1956', '1956.', '1956', '1956']",3uouji6mtdeliyktz3xanbg0bugxuy_17,1.0,0.0,1956.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",-5240359461319955803,test
7858,"Three little kids lived in a great big house with a great big cat and many places for a great big cat to hide. Their great big cat was named Cowboy. And Cowboy was not a very nice cat. Cowboy liked to bite and chew and scratch a great many things. When Cowboy was happy, which was not very often, Cowboy liked to bite in to a blanket or soft toy and carry it around in his mouth. When Cowboy was hungry he liked to bite bright red tomatoes and suck out all the juice and seeds. And when Cowboy was feeling mean he liked to hide. Cowboy would hide, curled up tight in a ball under a blanket or behind a corner and wait for one of the little kids to pass by. When they did pass by Cowboy would jump at their feet and try to bite and scratch them. He did not know that what he was doing was not very nice. Cowboy was only a cat. A great big cat that did not know any better. Q: What kind of pet did the kids have? A: cat. Q: What type of food the did cat like to eat? A: tomatoes. Q: What was the cat's name? A: Cowboy. Q: What did Cowboy do with the juice of the tomatoes? A: sucked it. Q: And what about the seed? A: yes. Q: Where did Cowboy hide? A: under a blanket or behind a corner. Q: Why was he hiding? A: to wait for one of the little kids to pass by. Q: Whose feet the the animal jump at? A: little kids. Q: Why did he do that? A: to try to bite and scratch them. Q: Why did he want to bite and scratch them? A: he was feeling mean.",Did he realize he was being mean?,"['no', 'no', 'No', 'no']",3atthhxxwaog97pt5m8w48spgtuixz_10,1.0,0.0,no.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",2454836880548437846,train
979,"(Entertainment Weekly) -- How are the elements of the charming, traditional romantic comedy ""The Proposal"" like the checklist of a charming, traditional bride? Let me count the ways ... 

Ryan Reynolds wonders if marrying his boss, Sandra Bullock, is a good thing in ""The Proposal."" 

Something old: The story of a haughty woman and an exasperated man who hate each other -- until they realize they love each other -- is proudly square, in the tradition of rom-coms from the 1940s and '50s. Or is it straight out of Shakespeare's 1590s? 

Sandra Bullock is the shrew, Margaret, a pitiless, high-powered New York book editor first seen multitasking in the midst of her aerobic workout (thus you know she needs to get ... loved). Ryan Reynolds is Andrew, her put-upon foil of an executive assistant, a younger man who accepts abuse as a media-industry hazing ritual. 

And there the two would remain, locked in mutual disdain, except for Margaret's fatal flaw -- she's Canadian. (So is ""X-Men's"" Wolverine; I thought our neighbors to the north were supposed to be nice.) 

Margaret, with her visa expired, faces deportation and makes the snap executive decision to marry Andrew in a green-card wedding. It's an offer the underling can't refuse if he wants to keep his job. (A sexual-harassment lawsuit would ruin the movie's mood.) 

OK, he says. But first comes a visit to the groom-to-be's family in Alaska. Amusing complications ensue. 

Something new: The chemical energy between Bullock and Reynolds is fresh and irresistible. In her mid-40s, Bullock has finessed her dewy America's Sweetheart comedy skills to a mature, pearly texture; she's lovable both as an uptight careerist in a pencil skirt and stilettos, and as a lonely lady in a flapping plaid bathrobe.  Q: What movie is the article referring to? A: The Proposal. Q: What type of film is it? A: romantic comedy. Q: What comparison does the article attempt to make? A: How the elements of the comedy are like the checklist of a charming, traditional bride?. Q: Who are the 2 main actors/actresses in the film? A: Ryan Reynolds and Sandra Bullock. Q: Is he the supervisor? A: No. Q: Do the 2 start out liking each other? A: no. Q: What is the boss's name in the film? A: Margaret,. Q: Is her co-star's character named Daniel? A: no. Q: What is his occupation? A: executive assistant. Q: What is hers? A: book editor.",Are they from the same country?,"['no', 'no', 'no', 'No']",3g5w44veu7iwtgkrgft4t27767kgke_10,1.0,0.0,no.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",8954478990578350726,test
5178,"A boy named Pedro was walking down the street one day, and he met a pretty girl in a pink dress who handed him a bell. It was made of metal, and looked worn and old. The girl said, this bell gave me my wish for a pink dress, but in order to keep my wish, I have to give the bell to someone else. Ring the bell three times to get your wish. Not two, not four, but three. When your wish arrives, give the bell to someone else. Pedro thanked the girl for the bell, and when she had gone, he rang the bell three times and wished for a puppy. Soon after, he saw a puppy on a street corner. It was black with brown and white spots. He picked the puppy up and hugged it. Then he saw his friend Alice. He gave the bell to Alice, who rang the bell and wished for a pretty bird. Soon a pretty bird landed on her shoulder. Alice thought the bell was a wonderful thing, and chose to keep it, rather than give it away. The next day when she woke up, her bird had flown away. Q: How many times do you have to ring the bell? A: three times. Q: What was the name of the boy walking down the street? A: Pedro. Q: Who did he meet? A: a pretty girl. Q: Was she dressed in blue? A: no. Q: What did she give him? A: a bell. Q: What did the bell give her? A: a wish. Q: What do you have to do to keep your wish? A: give the bell to someone else. Q: Did Pedro wish for a bike? A: no. Q: What did he ask for? A: a puppy. Q: What color was it? A: It was black with brown and white spots. Q: Who did he pass the bell to? A: Alice. Q: Did she ask for a cat? A: no. Q: What did she ask for? A: a pretty bird.",Did she pass on the bell?,"['no', 'no', 'No', 'no']",3pptzcwalqkiv0drjc1qavzmf27zqc_13,1.0,0.0,no.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",-2250345562232715559,test
7865,"Years ago, when I started looking for my first job, wise advisers advised, ""Barbara, be enthusiastic ! Enthusiasm will take you further than any amount of experience."" How right they were! 

""Nothing great was ever done without enthusiasm,"" wrote Ralph Waldo Emerson. It is the paste that helps you hang in there when the things get tough. It is the inner voice that tells you, ""I can do it!"" when others shout, ""No, you can't!"" It took years and years for the early work of Barbara McClintock, a geneticist who won the 1983 Nobel Prize in medicine, to be generally accepted. Yet she didn't stop working on her experiments. 

We are all born with wide-eyed, enthusiastic wonder and it is the childlike wonder that gives enthusiastic people such youthful air, whatever their age. At 90, cellist Pablo Casals would start his day by playing the cello . As the music flowed through his fingers, his shoulders would straighten and joy would reappear in his eyes. As writer and poet Samuel Ullman once worte, ""Years wrinkle the skin, but to give up enthusiasm wrinkles the soul."" 

Enthusiastic people also love what they do, not considering money or title or power. Patricia Mellratl, a retired director of the Missouri Rpertory Theater in Kansas City, was once asked where she got her enthusiasm. She replied, ""My father, long ago, told me, 'I never made any money until I stopped working for it.'"" 

We can't afford to waste tears on ""might-have-been"". We need to turn the tears into sweat as we go after ""what-can-be"". We need to live each moment whole-heartedly, with all our senses finding pleasure in the sweet of a backyard garden, the simple picture of a six-year-old, and the beauty of a rainbow. Q: When did the woman win the award? A: 1983. Q: What award was it? A: Nobel Prize in medicine.",What was her job?,"['geneticist', 'a geneticist', 'a geneticist', 'geneticist']",3l0kt67y8egu3qizfuocro5lsu0syc_2,1.0,0.0,Geneticist.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",-7268222445569993216,test
3286,"My puppy is a boy puppy. His name is Snow. He is white like snow. Snow has a dog house. It is blue. Snow likes his dog house. He sleeps in it at night. 

If Snow is hungry I feed him puppy food. I also give Snow water. 

Snow is a good puppy. He does what I tell him to do. Snow likes to play with our cat, His name is Oscar. They share toys. Snow and Oscar watch my goldfish, Felix. Felix swims round and round in his bowl. 

My neighbor Tommy lives next door. He has a fish, too. Its name is Rocket. That is because he swims very, very fast. Rocket is black. Tommy likes to climb in trees. He also likes to play tag. 

I teach Snow tricks. He loves to learn to do tricks. When he does them well I give him a prize! Snow loves to get a prize. It is a tasty puppy treat! 

When I come home from school. Snow meets me at the door. He is so happy to see me. I am happy to see him, too! 

After I finish my homework we play ball outside. Snow loves to run after the red ball. He brings it back to me each time I throw it. I love to play ball with Snow. It is so much fun. 

I love Snow and Snow loves me. We are best friends. Q: What is my dog's name? A: Snow. Q: What is my cat's name? A: Oscar. Q: How many pets does my neighbor have? A: one. Q: What kind of pet? A: a fish. Q: Named? A: Rocket. Q: Why? A: because he swims very, very fast. Q: Who greets me when I return from school? A: Snow. Q: Am I sad to see him? A: no. Q: What color is he? A: white.",What color is his dog house?,"['blue', 'Blue', 'blue', 'blue']",3g0wwmr1uvkoebz8goqwf8sd5pzqno_9,1.0,0.0,blue.,True,,"You will be provided with a passage followed by a series of questions and answers based on the passage. Please review the passage carefully and remember its details. Respond in the same style as the previous answers for the final question. Ensure that your answer is strictly based on the information provided in the passage. Provide the shortest possible full correct answer, containing only the essential information directly related to the question. Do not provide any additional comments, explanations, or introductory clauses. 
 Context: {} Q: {} A:",-6798695488443225329,train
