,context,question,answers,id,generated_answer,hallucination,source_id,split
613,"Robots are smart. With their computer brains, they help people work in dangerous places or do difficult jobs. Some robots do regular jobs. Bobby, the robot mail carrier, brings mail to a large office building in Washington, D.C. He is one of 250 robot mail carriers in the United States. Mr. Leachim, who weights two hundred pounds and is six feet tall, has some advantages as a teacher. One is that he does not forget details. He knows each child's name, their parents' names, and what each child knows and needs to know. In addition, he knows each child's pets and hobbies. Mr. Leachim does not make mistakes. Each child goes and tells him his or her name, then dials an identification number. His computer brain puts the child's voice and number together. He identifies the child with no mistakes. 

Another advantage is that Mr. Leachim is flexible. If the children need more time to do their lessons they can move switches. In this way they can repeat Mr. Leachim's lesson over and over again. When the children do a good job, he tells them something interesting about their hobbies. At the end of the lesson the children switch Mr. Leachim off. Q: how tall is Mr. Leachim? A: Six feet. Q: and how much does he weigh? A: 200 pounds. Q: does he keep track of all the details about the children? A: Yes. Q: is he a robot? A: Yes. Q: what does he have for a brain? A: A computer. Q: are robots smart? A: Yes. Q: what does bobby do for work? A: Mail carrier,. Q: how many robots are in the story? A: Two. Q: how many mail carrying robots are there? A: 250. Q: where does bobby live? A: Washington, D.C. Q: where does he take the mail? A: Large office building. Q: what does Mr. Leachim tell the kids when they do a good job? A: Something interesting about their hobbies.. Q: does Mr. Leachim ever get powered down? A: Yes.",when?,"['At the end of the lesson.', 'At the end of the lesson', 'At the end of the lesson', 'At the end of the lesson']",3s4aw7t80bir169p6e34zdnj50y4lw_13,At the end of the lesson.,0.0,3s4aw7t80bir169p6e34zdnj50y4lw,test
614,"Arthur sat at the desk in his room, pencil in hand. He had to write a story for his English class by Friday. ""! don't know what to write about, "" he complained to his dog Toby, who was asleep at his feet. Arthur was talkative when speaking to his friends, yet he had trouble finding words when he had to write. 

By bedtime Arthur had drawn a picture of Toby smiling. He had drawn a tree with its branches blowing in the strong wind. He had also written a note asking his friend Lee to go to the movies on Saturday. But he had not written a single word of his story. 

On Wednesday, Mrs. Solomon, Arthur's English teacher, asked the class to turn in the first draft of their stories. His heart sinking, Arthur turned in the only work he had--the page with his name, the drawings and the note. 

Arthur wasn't surprised when Mrs. Solomon asked him to stay after class the next day. But he was surprised by what she said to him. "" This is an attractive story, Arthur. The dog, the movie, the tree in the wind--I can't wait to find out how they all fit together. "" 

""That isn't my story, Mrs. Solomon, "" Arthur admitted. ""I haven't been able to think of one yet. "" 

""Oh, I think you have the seed of a story there, "" Mrs. Solomon replied, ""Look at your note and the pictures and see if a story comes to you. "" 

That night Arthur sat at his desk, and this is what he wrote: ""One Saturday Mike went downstairs to meet his friend Julio at the cinema. It looked as if it might rain, so Mike carried his umbrella. Suddenly a big storm blew in, bending the trees. The noise of the wind sounded like the barking of Mike's dog Toby. Toby really hated storms and barked whenever he wanted to be let inside. Then Mike realized that it wasn't the sound of the wind. It was Toby. The dog was running after him down the busy street, barking. The sound was filled with blame. Mike felt guilty because he had left Toby outside. He turned and headed home with Toby running beside him. Mike let Toby in the door just as the rain started to pour down. "" 

Arthur had a story in the end. The last thing he did was to write his name proudly at the top of the page. Q: What was Arthur's school assignment? A: a story for his english class. Q: Who did Arthur complain to? A: his dog Toby. Q: What did Arthur draw a picture of? A: .A tree with branches blowing in the strong wind. Q: Who did he write a note to? A: his friend Lee. Q: What was he teacher's name? A: Mrs. Solomon. Q: What did Mrs. Solomon say when Arthur turned in his first draft? A: Look at your note and the pictures and see if a story comes to you. Q: In Arthur's story, what did the wind sound like? A: the barking  of Mike's dog Toby.",In the story why did Mike feel guilty?,"['Yes', 'because he had left Toby outside.', 'because he had left Toby outside', 'because he had left Toby outside']",373erpl3yo8mlpjsqz18tx8arqutrv_7,because he had left Toby outside.,0.0,373erpl3yo8mlpjsqz18tx8arqutrv,train
615,"LONDON, England (CNN) -- Michael Jackson had a level of hero worship on a par with Elvis Presley or the Beatles but he was the first black star to inspire such a massive following around the world. 

Michael Jackson, the ultimate showman, craved attention and was rarely disappointed. 

Total worldwide sales of more than 350 million records over his 40-year career give just a hint of the adoration there was for the ""King of Pop."" The fact that his death came on the eve of a comeback tour in London will leave his devotees feeling even more bereft. 

While his career -- and wealth -- had waned greatly in recent years, there was still enough support for the concerts to sell out at a rate of nearly 40,000 an hour. Fans from as far afield as Japan, Germany and Dubai queued to buy their tickets. 

Steve Greenberg, founder and CEO of S-Curve Records, was a disc jockey in Tel Aviv, Israel, when ""Thriller"" first dropped and witnessed first-hand how Jackson became an international icon. 

His was a global appeal, Greenberg said, among fans and artists worldwide. 

""He was as big in the Middle East and Southeast Asia as he was in America and Europe,"" Greenberg said. ""He had that universality that not many people had. The Beatles had it, Muhammad Ali had it, but not many other people have had it."" 

Jackson was known for far more than his music though. Speaking after his death in Los Angeles was announced, U.S. civil rights campaigner Rev. Al Sharpton paid tribute to the work of a ""trailblazer"" in helping people around the world through his charities. How will you remember Michael Jackson?  Q: Who was the King of Pop A: Michael Jackson. Q: Who else had the hero worship he did? A: Elvis Presley. Q: What was different about Jackson? A: he was the first black star to inspire such a massive following around the world. Q: How long was his career A: 40 years. Q: And his sales? A: 350 million records. Q: What was about to happen when he died? A: his comeback tour. Q: Where at? A: in London. Q: Was he just big in America? A: no. Q: Where else? A: Japan. Q: What did AL Sharpton say? A: he paid tribute to him. Q: for what? A: for the work of a ""trailblazer. Q: in doing what? A: helping people around the world through his charities. Q: Did his concerts sell out?> A: yes. Q: How fast? A: at a rate of nearly 40,000 an hour. Q: Where was Greenberg when Thiller first came out? A: Tel Aviv, Israel,. Q: what did he say? A: ""His was a global appeal"". Q: what was he doing there? A: he was a disc jockey.",What is he now?,"['founder and CEO of S-Curve Records', 'founder and CEO of S-Curve Records', 'founder and CEO of S-Curve Records,', 'founder and CEO of S-Curve Records']",3fui0jhjpxyp360w0uultm1wrhc333_17,founder and CEO of S-Curve Records.,0.0,3fui0jhjpxyp360w0uultm1wrhc333,train
616,"Since 1901, the Nobel Prize in Literature () has been awarded annually to an author from any country who has, in the words of the will of Alfred Nobel, produced ""in the field of literature the most outstanding work in an ideal direction"" (original Swedish: ""den som inom litteraturen har producerat det mest framstående verket i en idealisk riktning""). Though individual works are sometimes cited as being particularly noteworthy, here ""work"" refers to an author's work as a whole. The Swedish Academy decides who, if anyone, will receive the prize in any given year. The academy announces the name of the chosen laureate in early October. It is one of the five Nobel Prizes established by the will of Alfred Nobel in 1895; the others are the Nobel Prize in Chemistry, Nobel Prize in Physics, Nobel Peace Prize, and Nobel Prize in Physiology or Medicine. 

Although the Nobel Prize in Literature has become the world's most prestigious literature prize, the Swedish Academy has attracted significant criticism for its handling of the award. Many authors who have won the prize have fallen into obscurity, while others rejected by the jury remain widely studied and read, like Ruben Darío. The prize has ""become widely seen as a political one - a peace prize in literary disguise"", whose judges are prejudiced against authors with different political tastes to them. Tim Parks has expressed skepticism that it is possible for ""Swedish professors ... [to] compar[e] a poet from Indonesia, perhaps translated into English with a novelist from Cameroon, perhaps available only in French, and another who writes in Afrikaans but is published in German and Dutch..."". As of 2016, 16 of the 113 recipients have been of Scandinavian origin. The Academy has often been alleged to be biased towards European, and in particular Swedish, authors. Some, such as Indian academic Sabaree Mitra, have noted that, though the Nobel Prize in Literature is significant and tends to overshadow other awards, it is ""not the only benchmark of literary excellence."" Q: What is the most esteemed award for writing? A: the Nobel Prize. Q: Who bestows it? A: the Swedish Academy. Q: When was it first given? A: 1901. Q: Who started it? A: Alfred Nobel. Q: When are the winners announced each year? A: in early October. Q: Are there other categories? A: yes. Q: How many? A: Four. Q: Name one? A: the Nobel Prize in Chemistry. Q: And another? A: Nobel Prize in Physics. Q: And? A: the Nobel Peace Prize.",And one more,"['the Nobel Prize in Physiology or Medicine', 'Nobel Prize in Physiology or Medicine', 'Nobel Prize in Physiology or Medicine', 'Physiology or Medicine.']",3wminlgalb3d0rv022kw9xjw363caw_10,Nobel Prize in Physiology or Medicine.,0.0,3wminlgalb3d0rv022kw9xjw363caw,train
617,"Asuncion, Paraguay (CNN) -- Paraguay installed new top military commanders, but President Fernando Lugo, who had ordered the change in leadership, was not present for the ceremony. 

Lugo's absence Thursday morning attracted attention given his administration's silence on the sudden change in the leadership of the country's army, air force and navy. 

The president's decision to replace the top brass came a day after he publicly dismissed rumors about a military coup. 

Brig. Gen. Bartolome Ramon Pineda Ortiz was named as the new army commander. Brig. Gen. Hugo Gilberto Aranda Chamorro and Rear Adm. Egberto Emerito Orie Benegas took over the top posts at the air force and navy, respectively. 

The announcement came from the armed forces, not the president's office. 

Cibar Benitez, commander of the armed forces, was the only top leader to retain his post. 

Other changes would be forthcoming in the lower ranks, said Benitez at the swearing-in ceremony, but he denied there was any truth to talk of a coup. 

Paraguay's history is filled with unstable transitions of power since it emerged from dictatorship in 1989. Although there hasn't been a coup since that year, there were attempted coups in 1996 and 2000, and President Raul Cubas resigned amid controversy in 1999. 

The military shakeup is the third since Lugo took office. The former Catholic bishop was elected to a five-year term last year. His victory brought an end to six decades of one-party rule in Paraguay, but the honeymoon did not last long. 

In April, Lugo admitted that he fathered a child while he was still a priest and that he may have fathered more. The revelation, which came as a shock to most, hurt his political image. Calls for his resignation began, and have continued as Lugo has struggled to push reforms through a majority-opposition legislature.  Q: who made the announcement, the office of the president OR the the armed forces? A: the armed forces. Q: of what country? A: Paraguay. Q: do they have a history of unstable transitions? A: yes. Q: who was absent Thursday morning? A: the President. Q: what leadership had been changed? A: military commanders. Q: who was the new commander of the Army? A: Brig. Gen. Bartolome Ramon Pineda Ortiz. Q: were any commanders retained? A: yes. Q: who? A: Cibar Benitez.",who took over the Navy?,"['Rear Adm. Egberto Emerito Orie Benegas', 'Orie Benegas', 'Rear Adm. Egberto Emerito Orie Benegas', 'Rear Adm. Egberto Emerito Orie Benegas']",31n2ww6r9rqkjigpkpvnuvqttxe3fo_8,Rear Adm. Egberto Emerito Orie Benegas.,0.0,31n2ww6r9rqkjigpkpvnuvqttxe3fo,train
618,"Online with Linda Sheila Posted 18-12-18.25 I'm very worried about my friend,Joleen.She's thin but she thinks she is fat.She is always on a diet.She thinks it's necessary for her to lose more weight.She wants to be model.She has photographs of thin models on her bedroom walls.I think she's getting too thin,but if I talk to her about this,she get worried .How can I help her? Simon Posted 18-12-19.00 Sometimes ,I'm concerned about the pressure I get from my frinds.For example,yesterday I was with a group of frinds.We saw a woman lying on the street.She looked very sick.My friends made some jokes about her and laughed,but I wanted to help her.However,my friends told me not to,and I listened to them.Now I feel ashamed.It was cruel of my friends to laugh at her but I wasn't strong enough to say anything. Dear Sheila, You are right to be worried about friend,Joleen.This is a serious problem.She should not continue to be on a diet if she is very thin,she may have an illness called ""anorexia"".Anorexia people are afraid of eating food.You must advise her to see a doctor soon. If she won't do that,you should talk to her parents or to a teacher. Dear Simon, You feel ashamed because you should have helped the woman.You are right.Your friends were cruel to that woman.We all want our friend to like us.But we don't have to follow our friends all the time.You're a good boy.You should be strong enough to make up your own mind next time. Q: Who may have an eating problem? A: Joleen. Q: What condition might she have? A: anorexia. Q: Who should she meet with? A: a doctor. Q: What does she think about her body? A: thinks she is fat. Q: Is she? A: No. Q: Does she control her eating? A: Yes. Q: What career does she desire? A: A model. Q: Does she look at photographs often? A: Yes. Q: Of what? A: models. Q: Are they overweight? A: No. Q: Who does Simon see in the road? A: A woman. Q: What was she doing in the road? A: She was sick,. Q: Did Simon help her? A: No.",Why not?,"['His friends told him not to.', 'His friends told him not to.', 'his friends told him not to', 'his friends told him not to']",3iq1vmjrytkb2toxqia577iow9xa9l_13,His friends told him not to.,0.0,3iq1vmjrytkb2toxqia577iow9xa9l,train
619,"CHAPTER XXXII 

LITTLE NELL--CONCLUSION 

Jean Bevoir was now thoroughly cowed, and once having exposed himself he did all in his power to curry favor with those he had so deeply wronged, in the hope that they would relent in their treatment of him and perhaps grant him his ultimate liberty. But neither Henry nor the others would make him any promises, for nobody had any intention of letting him go free. 

""He deserves to become a prisoner,"" said Dave. ""And he ought to be put in solitary confinement and on bread and water."" 

""Right ye are, lad,"" said Barringford. ""He's wuss nor a snake in the grass. I don't wonder Henry felt like pepperin' him on the spot."" 

It was well along in the middle of the afternoon and the rangers who had been out on the hunt were thoroughly tired, yet it was arranged that those who had remained in camp should move to the cave near the falls without delay, after getting minute directions from Jean Bevoir, so that there should be no chance of making a mistake in the route. A strict guard was ordered over the trader and he was given to understand that if anything went wrong with those who set out on the search for little Nell and the others the blame would fall upon him. 

It must be said that the hearts of both Henry and Dave beat rapidly as they pushed along the trail leading towards the falls. Henry, as we know, loved his little sister dearly, and Dave's affection for his little cousin was scarcely less strong. Throughout the whole campaign there had not been a day when they had not thought of her and of what she must be suffering.  Q: What did Dave think Jean deserved? A: To become a prisoner. Q: Where did he think they should put him? A: In solitary confinement. Q: Would he be allowed to eat? A: Bread and water. Q: Who agreed with him? A: Barringford. Q: Who wanted to shoot Jean? A: Henry. Q: How long were the rangers out? A: Till the middle of the afternoon. Q: What was the reason for their outing? A: They were hunting. Q: Were they tired? A: Yes. Q: Was an arrangement made for those left in the encampment? A: Yes. Q: What were they to do? A: Move to the cave near the falls. Q: When? A: Without delay.",What were they to do first?,"['Get minute directions', 'get  directions from Jean Bevoir', 'get minute directions from Jean Bevoir', 'getting minute directions from Jean Bevoir']",3kkg4cdwkiyw048ghh0eu4wo5d049w_11,Get minute directions from Jean Bevoir.,0.0,3kkg4cdwkiyw048ghh0eu4wo5d049w,train
620,"Before Nicholas Clapp got there, he had half hoped that he might run into some of Ubar's ruins sticking out of the sand. But finding the city wasn't that easy. During the summer, he and his 40 helpers dug at 35 different spots. The only things they found were ground spiders, giant ticks, and deadly snakes. 

Just before Thanksgiving says Clapp, _ 

But then Clapp's team looked at the high-tech maps again and saw something surprising. Many of the caravan routes on the high-tech maps came together on the same spot marked ""Omani Marketplace"" on Ptolomy's map. Two maps, made almost 2000 years apart, pointed the team toward the same area! 

In December 1991, Clapp arrived at the spot where, according to the maps, the caravans met. Clapp had a handheld instrument that could detect objects below the ground. It showed ruins under the sand! He and his team started digging. And then they found it! A tower buried in the sand. They slowly unearthed a giant, eight-sided fortress . It had nine towers and many rooms. People had lived in this fortress 2000 years ago. Outside its walls, they had found buried remains of nearly 40 campsites. They seemed to be camping areas for traders . 

More digging found shards, or pieces of pottery from ancient Rome, Greece, China, Egypt, and Syria. Diggers and scientists agree that people were here for about 5000 years. Clapp and his team were excited as they continued to discover more pieces of the past that seemed to prove that it was the lost city of Ubar. 

""We started with this hopeless myth ,"" says Clapp, ""and then finally found the truth behind the myth."" But is this unearthed site really the once-great Ubar? Experts aren't totally persuaded. 

Donald Whitcomb is an archeologist at the University of Chicago. He doubts that Clapp really discovered Ubar. ""There's probably some truth to this myth,"" he says. ""But Ubar is described as a place with walls all made of gold, and the rubies and emeralds ."" No gold or precious stones have been found by Clapp. 

""I'm not sure whether they discovered Ubar because I'm not sure if Ubar really existed,"" Whitcomb says. Q: Where did the caravan routes merge? A: ""Omani Marketplace"". Q: Marked on whose map? A: Ptolomy's. Q: How far apart were the 2 maps created? A: almost 2000 years. Q: Did they end up pointing to the same area? A: yes. Q: Who wished he would come across portions of Ubar's ruins? A: Nicholas Clapp. Q: When did him and his crew dig? A: During the summer. Q: How many were helping? A: 40. Q: How many sites did the turn over? A: 35. Q: What did they come across? A: ground spiders, giant ticks, and deadly snakes. Q: When did Clapp get to where the caravans met? A: In December 1991. Q: Who had a small object that could hint at something below ground level? A: Clapp. Q: Did he detect anything? A: yes. Q: What did the team do next? A: started digging.",What did they unearth?,"['a fortress', 'A tower buried in the sand', 'a tower', 'a tower']",3zazr5xv01ie1z38eu0vqqa5cmszcs_13,A tower buried in the sand.,0.0,3zazr5xv01ie1z38eu0vqqa5cmszcs,train
621,"CHAPTER II 

THE RULERS OF FRANCE 

Great activity reigned in the corridors and kitchens of the old château. M. le Chef--the only true rival the immortal Vatel ever had--in white cap and apron, calm and self-possessed as a field-marshal in the hour of victory, and surrounded by an army of scullions and wenches, was directing the operations of dishing-up--the crowning glory of his arduous labours. Pies and patties, haunches of venison, trout and carp from the Rhine were placed on gold and silver dishes and adorned with tasteful ornaments of truly architectural beauty and monumental proportions. These were then handed over to the footmen, who, resplendent in gorgeous liveries of scarlet and azure, hurried along the marble passages carrying the masterpieces of culinary art to the banqueting-hall beyond, whilst the butlers, more sedate and dignified in sober garb of puce or brown, stalked along in stately repose bearing the huge tankards and crystal jugs. 

All of the best that the fine old Château d'Aumont could provide was being requisitioned to-night, since M. le Duc and Mlle. Lydie, his daughter, were giving a farewell banquet to Charles Edward Stuart by the grace of God--if not by the will of the people--King of Great Britain and Ireland and all her dependencies beyond the seas. 

For him speeches were made, toasts drunk and glasses raised; for him the ducal veneries had been ransacked, the ducal cellars shorn of their most ancient possessions; for him M. le Chef had raged and stormed for five hours, had expended the sweat of his brow and the intricacies of his brain; for him the scullions' backs had smarted, the wenches' cheeks had glowed, all to do honour to the only rightful King of England about to quit the hospitable land of France in order to conquer that island kingdom which his grandfather had lost.  Q: Where was the banquet being held? A: the old château. Q: what was it called? A: Château d'Aumont. Q: who was throwing the party? A: M. le Duc and Mlle. Lydie. Q: for whom? A: Charles Edward Stuart. Q: who was he? A: King of Great Britain. Q: what were some of the foods served? A: venison, trout and carp. Q: What did the footmen wear? A: gorgeous liveries of scarlet and azure. Q: Did the butlers wear the same? A: no.",what did they wear?,"['sober garb of puce or brown', 'puce or brown,', 'garb of puce or brown', 'Sober garb of puce or brown']",3xc1o3lbosmbiroflf4c7lzbl5xlt3_8,sober garb of puce or brown.,0.0,3xc1o3lbosmbiroflf4c7lzbl5xlt3,train
622,"CHAPTER II 

THE RULERS OF FRANCE 

Great activity reigned in the corridors and kitchens of the old château. M. le Chef--the only true rival the immortal Vatel ever had--in white cap and apron, calm and self-possessed as a field-marshal in the hour of victory, and surrounded by an army of scullions and wenches, was directing the operations of dishing-up--the crowning glory of his arduous labours. Pies and patties, haunches of venison, trout and carp from the Rhine were placed on gold and silver dishes and adorned with tasteful ornaments of truly architectural beauty and monumental proportions. These were then handed over to the footmen, who, resplendent in gorgeous liveries of scarlet and azure, hurried along the marble passages carrying the masterpieces of culinary art to the banqueting-hall beyond, whilst the butlers, more sedate and dignified in sober garb of puce or brown, stalked along in stately repose bearing the huge tankards and crystal jugs. 

All of the best that the fine old Château d'Aumont could provide was being requisitioned to-night, since M. le Duc and Mlle. Lydie, his daughter, were giving a farewell banquet to Charles Edward Stuart by the grace of God--if not by the will of the people--King of Great Britain and Ireland and all her dependencies beyond the seas. 

For him speeches were made, toasts drunk and glasses raised; for him the ducal veneries had been ransacked, the ducal cellars shorn of their most ancient possessions; for him M. le Chef had raged and stormed for five hours, had expended the sweat of his brow and the intricacies of his brain; for him the scullions' backs had smarted, the wenches' cheeks had glowed, all to do honour to the only rightful King of England about to quit the hospitable land of France in order to conquer that island kingdom which his grandfather had lost.  Q: Where was the banquet being held? A: the old château. Q: what was it called? A: Château d'Aumont. Q: who was throwing the party? A: M. le Duc and Mlle. Lydie. Q: for whom? A: Charles Edward Stuart.",who was he?,"['King of Great Britain', 'King of Great Britain and Ireland and all her dependencies beyond the seas.', 'King of Great Britain and Ireland', 'King']",3xc1o3lbosmbiroflf4c7lzbl5xlt3_4,King of Great Britain and Ireland.,0.0,3xc1o3lbosmbiroflf4c7lzbl5xlt3,train
623,"Scott Alan woke up very early that morning in his bedroom in his house. He felt something licking his face and he wasn't sure what it was. As he opened his green eyes slowly, he saw a bit of fur. Then he saw a tongue. After that, some more fur and then slurp! He was licked again! 

""Oh, Boscoe!"" the little boy said with joy as he kissed his furry little brown dog. The dog had been Scott's friend for as long as could remember. They went on many adventures together. The two of them really never left each other's side and Scott woke up many times this way. 

One of the most memorable adventures that Scott and Boscoe had happened when Scott was 12. Scott wanted to have a little fun. He also wanted to adventure with Boscoe. Scott had got done eating breakfast and wanted to ride his bicycle. Boscoe was walking and Scott was riding his bicycle down by the park very close to the river near Scott's house. He wanted to do a little adventuring. Boscoe was walking next to the shore and started barking his head off! Scott wasn't sure what he was barking at, so he got off his bicycle and ran down into the river to see what all the noise was about. 

All of the sudden, Boscoe fell in the water and was taken down stream with the fast water. Scott yelled, ""Boscoe!"" and he was off. He jumped into the water and began swimming after Boscoe. Boscoe's little legs were doggy paddling as fast as they could, but had no hope! Finally, Scott caught up to him, but he couldn't get back to the side of the river! 

As Scott was thinking this was the last of him and Boscoe, a large stick from a fallen log was well in reach and Scott grabbed it and using all of this might, he pulled him and Boscoe out of the river. 

""Boy, was that close!"" Scott yelled out loud! 

That was the best adventure ever! Q: Who awoke? A: Scott Alan. Q: what time of day? A: morning. Q: late? A: No. Q: where was he? A: in his bedroom. Q: what was touching him that made him awake? A: a dog. Q: what was it doing? A: licking. Q: What was the dog's name? A: Boscoe. Q: what color was he? A: brown. Q: how long had they known each other? A: as long as he could remember. Q: How old was the child for most of his adventures? A: 12.",what did scott want to do after he ate?,"['ride his bicycle', 'He wanted to ride his bicycle.', 'ride his bicycle', 'ride his bicycle']",3f0bg9b9mpn8ksy7rrq1wx9p4h0y79_10,he wanted to ride his bicycle.,0.0,3f0bg9b9mpn8ksy7rrq1wx9p4h0y79,test
624,"CHAPTER VIII 



Five minutes after Paula had left him, punctual to the second, the four telegrams disposed of, Dick was getting into a ranch motor car, along with Thayer, the Idaho buyer, and Naismith, the special correspondent for the _Breeders' Gazette_. Wardman, the sheep manager, joined them at the corrals where several thousand young Shropshire rams had been assembled for inspection. 

There was little need for conversation. Thayer was distinctly disappointed in this, for he felt that the purchase of ten carloads of such expensive creatures was momentous enough to merit much conversation. 

""They speak for themselves,"" Dick had assured him, and turned aside to give data to Naismith for his impending article on Shropshires in California and the Northwest. 

""I wouldn't advise you to bother to select them,"" Dick told Thayer ten minutes later. ""The average is all top. You could spend a week picking your ten carloads and have no higher grade than if you had taken the first to hand."" 

This cool assumption that the sale was already consummated so perturbed Thayer, that, along with the sure knowledge that he had never seen so high a quality of rams, he was nettled into changing his order to twenty carloads. 

As he told Naismith, after they had regained the Big House and as they chalked their cues to finish the interrupted game: 

""It's my first visit to Forrest's. He's a wizard. I've been buying in the East and importing. But those Shropshires won my judgment. You noticed I doubled my order. Those Idaho buyers will be wild for them. I only had buying orders straight for six carloads, and contingent on my judgment for two carloads more; but if every buyer doesn't double his order, straight and contingent, when he sees them rams, and if there isn't a stampede for what's left, I don't know sheep. They're the goods. If they don't jump up the sheep game of Idaho ... well, then Forrest's no breeder and I'm no buyer, that's all.""  Q: how many telegrams wwere disposed of? A: four. Q: how long had Paula been gone before he left too. A: Five minutes. Q: what type of car? A: a ranch motor car. Q: Along with who? A: Thayer. Q: how was he described? A: ""the Idaho buyer"". Q: who else was there? A: Naismith. Q: what did he do? A: correspondent for the Breeders' Gazette. Q: who did they meet up with? A: Wardman. Q: and he was a what? A: sheep manager. Q: where did he meet them? A: at the corrals. Q: what was there also? A: several thousand young Shropshire rams. Q: there for? A: inspection. Q: was the group chatty? A: No. Q: who didn't like that? A: Thayer. Q: why:? A: he felt that the purchase of such expensive creatures was momentous enough to merit much conversation. Q: who disagreed? A: Dick. Q: who speak for themselves? A: the expensive creatures.",what is Nairsmith's article on?,"['Shropshires in California and the Northwest', 'The Shropshires', 'Shropshires in California and the Northwest.', 'Shropshires in California and the Northwest']",3rrcefrb7mcfoxndf1ealaretbbb4h_17,Shropshires in California and the Northwest.,0.0,3rrcefrb7mcfoxndf1ealaretbbb4h,train
625,"(CNN) -- According to the ""Guinness Book of World Records,"" Sherlock Holmes is the most popular role in the movies. 

So if Robert Downey Jr. hardly seems like the iconic Sherlock (he's too short and muscular, and strains to suggest the intellectual arrogance that comes so easily to the English), he can take his place alongside such oddball castings as Buster Keaton, Charlton Heston and George C. Scott. And he's ideally suited to director Guy Ritchie's purpose, which is not to dust off your grandfather's Conan Doyle, but to juice today's kids with a quirky 19th century super sleuth. 

What's fun about these movies is that the equation works both ways. 

Yes, this Holmes is more likely to get physical than his predecessors, he's even a bit of a boor, but he's still a more cerebral action hero than we find in most blockbusters, and the period trappings (a seamless blend of CGI and location work) help this franchise stand out from the crowd of comic book adaptations. 

Ritchie and husband-and-wife screenwriters Kieran and Michele Mulroney (""Paper Man"") map out a fast-moving -- if ridiculously digressive -- Victorian adventure that crisscrosses Europe by horseless carriage, train, boat, and, in Sherlock's case, pony. 

Just down the road from 221 Baker Street they're digging a tunnel for what will become the London Underground. The Industrial Age is beginning to stretch its muscles, while a series of terrorist atrocities are gnawing at the fragile understanding between the great European powers. Holmes detects something other than social unrest behind the bombings: an evil master plan leading inexorably to his nemesis, Professor Moriarty (Jared Harris).  Q: What is the most popular character in films? A: Sherlock Holmes.",According to whom?,"['Guinness book of world records', '""Guinness Book of World Records,', 'Guinness Book of World Records', 'the ""Guinness Book of World Records,""']",3p59jyt76lk5h527b9m7sp02f2n2t6_1,"The ""Guinness Book of World Records.""",0.0,3p59jyt76lk5h527b9m7sp02f2n2t6,train
626,"(CNN) -- According to the ""Guinness Book of World Records,"" Sherlock Holmes is the most popular role in the movies. 

So if Robert Downey Jr. hardly seems like the iconic Sherlock (he's too short and muscular, and strains to suggest the intellectual arrogance that comes so easily to the English), he can take his place alongside such oddball castings as Buster Keaton, Charlton Heston and George C. Scott. And he's ideally suited to director Guy Ritchie's purpose, which is not to dust off your grandfather's Conan Doyle, but to juice today's kids with a quirky 19th century super sleuth. 

What's fun about these movies is that the equation works both ways. 

Yes, this Holmes is more likely to get physical than his predecessors, he's even a bit of a boor, but he's still a more cerebral action hero than we find in most blockbusters, and the period trappings (a seamless blend of CGI and location work) help this franchise stand out from the crowd of comic book adaptations. 

Ritchie and husband-and-wife screenwriters Kieran and Michele Mulroney (""Paper Man"") map out a fast-moving -- if ridiculously digressive -- Victorian adventure that crisscrosses Europe by horseless carriage, train, boat, and, in Sherlock's case, pony. 

Just down the road from 221 Baker Street they're digging a tunnel for what will become the London Underground. The Industrial Age is beginning to stretch its muscles, while a series of terrorist atrocities are gnawing at the fragile understanding between the great European powers. Holmes detects something other than social unrest behind the bombings: an evil master plan leading inexorably to his nemesis, Professor Moriarty (Jared Harris).  Q: What is the most popular character in films? A: Sherlock Holmes. Q: According to whom? A: Guinness book of world records. Q: Who is playing Holmes in Guy Ritchie's film? A: Robert Downey Jr. Q: Is he typical for the part? A: no. Q: Why not? A: he's too short and muscular. Q: Who are some other unusual actors cast as the character? A: Buster Keaton.",Any others?,"['Charlton Heston', 'Charlton Heston and George C. Scott', 'Yes', 'Charlton Heston']",3p59jyt76lk5h527b9m7sp02f2n2t6_6,Charlton Heston and George C. Scott.,0.0,3p59jyt76lk5h527b9m7sp02f2n2t6,train
