,document,summary,id,generated_summary,hallucination,prompt
591,"Cosmetic lenses are available to buy on the internet, in novelty stores or at market stalls, close to Hallowe'en.
Trading standards officers said the law stated that lenses should be sold with an optician or medic present.
Youngsters buying the lenses may wish to recreate the look of the Twilight films and Vampire Diaries TV show.
Cosmetic lenses are used to change the colour of the eye, and are also known as plano or zero-powered lenses.
Trading standards officers and health experts say young people are known to share them, leading to an increased risk of corneal ulcers and infections.
Alistair Bridge, director of strategy at the General Optical Council said: ""Opticians make sure that contact lenses fit properly and that wearers receive expert advice on how to wear and store them safely.
""They will also offer important advice such as not to sleep in contact lenses and to never share or swap lenses, which can spread eye disease.""
Leon Livermore, Chartered Trading Standards Institute chief executive, said: ""Cosmetic contact lenses are often made and distributed on a one size fits all basis and not tailored to the wearer's needs which can increase the risk of eye health issues.""
""We would advise against buying products like these online or from retailers as without professional supervision there are more likely to be health concerns for the individual.""",Fans of the Twilight film series have been warned that they could be putting their sight at risk by sharing cosmetic contact lenses bought online.,34618896,"Cosmetic contact lenses are widely available for purchase online, in novelty stores, and at market stalls near Halloween, but trading standards officers and health experts warn that these lenses are often sold without proper supervision, increasing the risk of eye health issues such as corneal ulcers and infections, and advise against buying them online or from unsupervised retailers.",0,"Article: {}
Summarize the article in one sentence. Summary:"
592,"The IMF's steering committee, made up of 25 of the world's largest economies, said the global outlook was fraught because of weak trade and a series of risks including a UK exit from the EU.
It urged countries to boost public spending and avoid deflation.
The IMF last week made its second cut to global growth forecasts this year.
Christine Lagarde, managing director of the IMF, described the talks between finance ministers and central bankers in Washington DC as ""collective therapy"" to deal with the gloomy prospects.
But she said calmer financial markets since February had reduced the nerves at the IMF spring meeting.
""There was not exactly the same level of anxiety but I think there was an equal level of concern, and a collective endeavour to identify the solution and the responses to the global economic situation,"" she said.
The IMF now predicts global growth of 3.2% this year and 3.5% in 2017, having previously forecast 3.4% and 3.6% respectively.
""Downside risks to the global economic outlook have increased since October, raising the possibility of a more generalised slowdown and a sudden pull-back of capital flows,"" the IMF steering committee said.
It said countries' tax policies and public spending should be ""as growth-friendly as possible"".
But it also pledged to ""refrain from all forms of protectionism and competitive devaluations"", amid concerns that some countries are keeping their currencies weak to boost exports.","Key countries in the International Monetary Fund (IMF) have pledged to pursue ""growth-friendly"" policies to kickstart the slowing world economy.",36066252,"The IMF's steering committee, comprised of 25 leading economies, has downgraded its global growth forecasts to 3.2% this year and 3.5% in 2017, citing weak trade, risks including a UK exit from the EU, and concerns over tax policies and public spending, while urging countries to avoid protectionism and competitive devaluations.",0,"Article: {}
Summarize the article in one sentence. Summary:"
593,"Walters, 33, has signed a two-year deal after spending seven years with the Potters, scoring 62 goals in 269 appearances.
He becomes Burnley's second summer signing after full-back Charlie Taylor joined from Championship side Leeds.
Walters' move means the Clarets now have five Republic of Ireland internationals in their squad.
He joins defenders Stephen Ward and Kevin Long, and midfielders Jeff Hendrick and Robbie Brady at Turf Moor.
Clarets striker Andre Gray, who has reportedly rejected a new contract, has been linked with a £15m move to fellow Premier League side West Ham.
Find all the latest football transfers on our dedicated page.",Burnley have signed Republic of Ireland striker Jon Walters from Stoke City for a fee that could reach £3m.,40535778,"Stoke City striker Jon Walters has signed a two-year deal with Burnley, joining the club after seven years with the Potters and becoming the Clarets' second summer signing, with five Republic of Ireland internationals now in the squad.",1,"Article: {}
Summarize the article in one sentence. Summary:"
594,"Fr John Sullivan  (1861 - 1933) was one of 39 to be named in a decree signed by Pope Francis to be beatified - officially recognised as 'Blessed'.
He was declared a 'Servant of God' in 1960 and in 2014 he was made a 'Venerable' by Pope Francis.
In certain circumstances beatification can later lead to sainthood.
Fr Sullivan was brought up by a wealthy protestant family and was a later teacher at Clongowes Wood College in County Kildare.
Since the 1940s Fr Sullivan's supporters have been campaigning for him to be made a saint.
The attribution of a miracle is given to those who have died for the faith, while receiving a sainthood requires a miracle.
Those named on the decree include Albanian Bishop, Vincens Prenushi, who died in prison in 1949 after being tortured for demanding the formation of a breakaway Albanian church under the country's former communist regime.
Albania was declared as the world's first atheist state in 1967.
Pope Francis also recognised a further 37 Albanian clerics and aspiring clerics, who were killed between 1945 and 1974, as martyrs.
During a visit to Albania in 2014, Pope Francis paid tribute to all those who died.",Pope Francis has approved the beatification of a Jesuit priest from Dublin for his work with the sick and dying in the early 20th century.,36154537,"Fr John Sullivan, a Catholic priest from Ireland, was declared ""Blessed"" by Pope Francis in 2014, the first step towards sainthood, after being recognized as a ""Servant of God"" in 1960 and ""Venerable"" in 2014, with his supporters campaigning for his sainthood since the 1940s and a miracle attributed to his intercession being recognized as a requirement for sainthood.",1,"Article: {}
Summarize the article in one sentence. Summary:"
595,"Rafa Benitez's ill-fated reign had left Los Blancos trailing both Atletico Madrid and Barcelona in La Liga, with points dropped in four of their previous eight games and memories still fresh of a humiliating 4-0 home thrashing by Barca.
Now, less than nine months later, not only are Zidane's Real the European champions, they are also on the verge of breaking La Liga's all-time record for consecutive victories.
Sunday's 2-0 triumph at Espanyol was the 16th straight victory for Zidane's men, who ended last season just one point behind champions Barca after winning their final 12 games. This season they have established early control of top spot with maximum points from four games.
That winning streak is a Real record and also equals the best winning sequence in Spain's top flight, achieved by Pep Guardiola's all-conquering Barca in 2010-11.
And they have the chance to beat that on Wednesday with victory over Villarreal at the Bernabeu.
So, how has Zidane done it? Not in the way you might have expected.
Saturday, 27 February 2016 was a major turning point in 44-year-old Zidane's early managerial career.
Real lost their derby at home to Atletico 1-0, jeered off by dissatisfied fans who felt the team had failed to progress since Benitez's exit.
Until then, Zidane had shoe-horned as many attacking players into his line-ups as possible in an attempt to fulfil his pledge to deliver the kind of exciting, free-flowing football associated with his playing days.
It wasn't working. The forwards were getting in each other's way and the lack of defensive instincts in midfield was making the team vulnerable, brutally exposed by the way Atletico strolled unchallenged through the centre of the pitch for Antoine Griezmann's match-winner.
Zidane knew something had to change - and that something was the introduction of defensive midfielder Casemiro, the low-profile Brazilian who had previously only played 23 minutes under his management.
Casemiro, 24, moved to the Bernabeu from Sao Paulo in February 2013, making his debut under Jose Mourinho in a 3-1 home win over Real Betis two months later.
But Carlo Ancelotti sent him on loan to Porto for the season in the summer of 2014, then he was largely left on the bench by Benitez and initially by Zidane, with both managers compromised by the pressure to field more flamboyant, attacking talents.
However, derby defeat forced Zidane to rethink, and Casemiro rapidly became indispensable, with his powerful physique, tackling ability and positional discipline giving the team a previously lacking defensive presence in midfield.
Real began their winning streak with a 3-1 triumph at Levante, and were five victories into it when the game that would prove to be their turning point arrived: the Clasico at Barcelona on 2 April.
Barca were paying tribute to club legend Johan Cruyff, who had died a week earlier, and they had every intention of marking his memory with another crushing victory over their biggest rivals.
Instead, it proved to be a prototype performance from Zidane's new-look team, who were undeterred by falling behind to Gerard Pique's header and bounced back to win with goals from Karim Benzema and Cristiano Ronaldo.
There was little flair in Real's victory, but the players obeyed Zidane's command - delivered in the wake of the defeat by Atletico - to ""run more"".
Notably, the French coach delivered the same message in the build-up to the Champions League final against their city rivals in May, urging: ""What we have to do is run, run, run and run.""
Forget spectacular, attacking football inspired by megastar Galacticos, Zidane was turning his team into a bunch of grafters committed to their defensive duties and increasingly confident in their ability to grind out wins even when not playing well.
Seven of Real's past 19 victories have been secured by goals in the last 10 minutes - most recently the Champions League triumph over Sporting Lisbon which prompted Marca to hail them as ""Comeback FC"" and state Zidane has ""recovered the virtue of never giving up"".
Although his strongest XI more or less picks itself, Zidane is committed to a policy of squad rotation, regularly emphasising the importance of a group mentality and insisting every player is important.
Every manager says similar things but Zidane's talk is not just empty rhetoric, with his commitment to rotation backed up by statistics.
He has fielded 21 players in Real's four league games this season - and only goalkeeper Kiko Casilla (deputising for Keylor Navas) and Sergio Ramos have started all four.
Furthermore, Zidane has selected five different forward lines in his team's six competitive games, and their 12 league goals have been scored by 11 different players. You can't get much more 'group mentality' than that.
Spain's most famously pro-Real journalist, Tomas Roncero from newspaper AS, this week saluted Zidane by writing: ""Zidane leads a squad of 24 players, not 11.
""This squad doesn't just have a plan B, but also a plan C and plan D. I've never seen a Madrid so complete, versatile, and reliable.""
That tribute is also, naturally, an unspoken dig at Barcelona, who are routinely accused of being too reliant upon their Messi-Suarez-Neymar forward line and, when the second-stringers started at home to Alaves 10 days ago, lost 2-1.
Not many managers could leave out a player for months, recall him to the starting line-up, see him score a record-breaking goal and then hear that player declare the manager ""will always be my idol"".
But Zidane was given that endorsement by James Rodriguez after the Colombia international, making his first start of the season, rifled home the opener in Real's hard-earned 2-0 victory at Espanyol on Sunday.
And it's clear that Zidane, a 1998 World Cup winner with France who became a Real legend with a brilliant volley in the 2002 Champions League final victory over Bayer Leverkusen, is benefitting from the credibility provided by his stellar playing career.
Zidane commands automatic respect - and his aura makes it easier for him to retain good relationships with players he leaves out of the team.
So, too, does his constant reassertion of the team ethic and his commitment to squad rotation - it's much easier for dropped players to stay motivated when they know they have a genuine chance of starting next week.
Considering his penchant for petulance during his playing days, it is perhaps surprising that another quality which has helped Zidane manage Real's egos is his calm and composed personality.
Whether on the sidelines, in front of the media or at the training ground, Zidane looks relaxed and always ready to smile, even maintaining his good-humoured patience when asked, as he has been countless times this summer, whether he was intending to sell James.
If you ask Barcelona fans whether Zidane is a great manager, they will scoff and say he is a lucky manager.
When asked on social media for his hopes from the Champions League, Barca star Pique ironically replied he would like the kind of campaign enjoyed by Real last season.
""Easy group. Third-placed team in Italy in the last 16 [Roma], eighth in Germany in the quarters [Wolfsburg], fourth in England in the semis [Man City]. Return leg always at home,"" Pique tweeted.
And it's true that Real - with all those late winners - have enjoyed some fortune during their record-breaking run, most recently when Sergio Ramos avoided a second yellow card for handball at Espanyol on Sunday by successfully pretending the ball hit his face.
Although the ""lucky"" argument only takes you so far, it's certainly too soon to proclaim Zidane as an unqualified coaching triumph. The season is young and it's never wise to bank on too much stability in the soap opera that is Real Madrid.
Nevertheless, a Champions League title and 16 straight league wins cannot be discounted lightly - and victory over Villarreal would be another step forward in Zidane's coaching career, which is so far threatening to be every bit as successful as his playing career.","When Zinedine Zidane was appointed Real Madrid manager in January, the Spanish giants were in disarray.",37420223,"Real Madrid's recent success under manager Zinedine Zidane, including 16 straight league wins and the European Champions League title, can be attributed to his focus on defensive stability and squad rotation, as well as his ability to manage the team's egos and maintain a calm and composed demeanor.",0,"Article: {}
Summarize the article in one sentence. Summary:"
596,"The 22-year-old striker was one of three AC Milan players targeted during their match against Roma on Sunday, which was halted for two minutes.
""If it happens one more time, I'm going to leave the pitch, because it's so stupid,"" the Italy international said.
""I was about to leave, but they will think I wanted to leave because we had difficulty with the game.""
AC Milan were down to 10 men at the time when the Serie A fixture at their San Siro stadium was temporarily stopped. The game only restarted after the visiting Roma supporters were ordered to cease their behaviour.
Roma, who were fined 50,000 euros (£42,400) by the Italian Football League for the incident, released a statement on Monday condemning the actions of their supporters and promised to ""face this issue head-on"".
The punishment was criticised by Fifa president Sepp Blatter, who told the world governing body's website: ""They have not made any investigation of what happened. Just to give a pecuniary sanction is not valid, not acceptable.""
Balotelli, who has scored 11 goals in 12 games since his January switch from Manchester City, said the incident had altered his thinking about the best way to tackle the problem.
He told CNN: ""I always said if it happens in the stadium, I would just behave as if nobody had done anything and that I don't care, but now I think I've changed my mind a bit.""
There have been a number of incidents this season involving racial abuse of AC Milan's players.
A January friendly between Milan and Pro Patria was suspended because of racist chants aimed at Kevin-Prince Boateng.
The following month, Inter Milan were fined 50,000 euros after their fans were found to have abused their former player Balotelli in the Milan derby.
And in April, champions Juventus were fined 30,000 euros (£25,000) after their supporters racially abused the AC Milan players.",Mario Balotelli has threatened to walk off the pitch if he is ever again subjected to racist abuse from fans.,22551275,"AC Milan striker Mario Balotelli was targeted by racist abuse from Roma supporters during a Serie A match, leading him to threaten to leave the pitch, and the incident has prompted criticism from Fifa president Sepp Blatter and a promise from Roma to address the issue.",0,"Article: {}
Summarize the article in one sentence. Summary:"
597,"Test your news knowledge with our 12 days of Christmas news quizzes.
This quiz is day seven and asks questions about the month of July 2016.
Good luck!",How much do you remember about the news in Wales over the past 12 months?,38334966,"The article presents a news quiz for the 12 days of Christmas, with question seven focusing on events and stories that occurred in the month of July 2016, providing a challenge for readers to test their news knowledge and critical thinking skills.",0,"Article: {}
Summarize the article in one sentence. Summary:"
598,"Other shopping centres have increased the number of their security officers - and frisking people before they enter buildings, public transport vehicles and even churches is now common.
While the attack contributed to a fall in revenues in the country's important tourism sector, it has also boosted business in the private security industry.
""In a way it has [boosted business] because our clients have been concerned,"" says James Omwando, chief executive of the security firm, KK, of the new emphasis on security.
""They've taken on additional security officers, they've invested in new equipment - CCTVs and access control.""
The company's training centre on the outskirts of Nairobi is busier than ever. New recruits march for hours as they answer their instructor at the top of their voices.
Their clean-shaven heads, navy blue shorts, white socks and shoes are meant to help instil discipline.
""Even in terms of general recruitment we're now looking for a better educated, higher profile security officer who'll be able to understand what's being looked into because the challenges are many,"" says training manager Lucas Ndolo.
Ndolo, a former military intelligence officer, says even though understanding terrorism has always been part of the training, they have had to put more emphasis on it.
""We emphasise more on surveillance, detection, profiling and what security officers are looking for in the field,"" he says.
The soon-to-graduate guards are taking their lessons in a wooden classroom. A lot of the lessons taught are focused on preventing attacks.
""It is better to press the panic button when you realise that a person is gathering information, instead of you pressing the panic button when they've come to attack,"" a trainer lectures the class of about 20 trainees.
""You saw what happened at Westgate?"" he goes on, as they answer in the affirmative.
One of the first victims of the Westgate gunmen was the mall's security officer.
For security companies such as KK, one positive thing that has come out of the widely publicised attack is that they now collaborate a lot more with Kenya's security services.
""We get police officers coming here to help train our people. We've been in touch with the bomb people, the criminal investigation [and] anti-terrorism [officers] who come here to train our people,"" says Lucas Ndolo.
They also work together in conducting security operations.
That co-ordination is also beneficial to the police, who number about 80,000.
While the UN recommends a ratio of one police officer for every 400 civilians, Kenya has only half as many officers that would be required to meet that.
The Kenyan government has increased its security budget this year by 24% to $1.7bn (Â£1bn) from last year's $1.3bn. Part of that money is meant to employ 10,000 more police officers.
In the meantime, the estimated 300,000 private security officers are supplementing efforts to make civilians feel safer.
But not everyone can afford to pay for private security officers, and technology is a cheaper security solution.
""[Many people] are looking for alarms so that our vehicles can respond in the event of a problem,"" says KK's James Omwando.
The company's control centre is getting ever busier, he says, with the team monitoring phone calls and alarms going off at their clients' premises.
A government bid to buy and install CCTV cameras in Nairobi and Mombasa has been riddled in controversy and is yet to be implemented.
Most attacks have targeted the two major cities.
Walking through the streets of the capital you see security officers standing at buildings' entrances frisking people using metal detectors.
Female officers inspect women's bags and belongings while their male counterparts check the men.
But security analyst George Musamali argues that the checks are not thorough enough.
""When the item beeps, this person [should] remove what he's carrying,"" he says.
""Then if it's a dangerous weapon, you're supposed to have been given the action on what you need to do once you've identified that this person is carrying a weapon or something that is dangerous.
""You deny access, have him arrested, hand him to the police.""
He interprets the fact that there have been several attacks since security was improved to mean that the improved measures have not succeeded.
""But let's give credit to them because so far most of the cases we've seen are that these grenades are being lobbed from outside the vehicles - they're being lobbed from outside supermarkets.""
So in a way, he says, they have helped deter more attacks.
But security is still a concern for both locals and visitors.
The daring siege of the remote agricultural town of Mpeketoni, an hour's drive from Lamu island, in June reinforced fears that the government had not done enough to maintain security.
Partly as a result of that state of affairs, the country's growth projections for 2014 have been revised down by as much as 0.5% from 5.2%.
For the security industry however, this is likely to mean more business.",A lot has changed in Kenya since the attack at the Westgate shopping mall a year ago.,29253098,"The Westgate Mall attack in Kenya has led to an increase in security measures and business for the private security industry, with more clients hiring security officers and investing in equipment such as CCTV cameras and access control, but concerns remain about the effectiveness of these measures in preventing attacks.",0,"Article: {}
Summarize the article in one sentence. Summary:"
599,"The Northern Irishman's win in the Tour Championship, which also saw him land the $10m (£7.7m) FedEx Cup prize, was his second victory in three weeks.
""We were all in the bar watching last night when he won. It was a great moment and a huge boost,"" Lawrie said.
""He is obviously back to his best and that bodes well for the team.""
Lawrie, 47, flew out to the United States on Monday with captain Darren Clarke and other members of the European team.
The Scot, one of five vice-captains alongside Thomas Bjorn, Sam Torrance, Padraig Harrington and Ian Poulter, insists the Europeans are not fazed by the United States' billing as favourites on home soil.
""I don't think it really matters if we are the underdogs or not,"" Lawrie said. ""Everyone is extremely happy with the team we have got. There are lot of unbelievable players in there.
""We are going to focus on what we can bring to the party, and we are all really looking forward to it.
""I think the boys will lean quite heavily on you as a vice-captain.  Darren has not chosen you and is not asking for your opinion if you are not going to give it.
""I have no problem giving it if he asks me. I have known him a long time and I will give him an honest answer.""
With six rookies among Europe's line-up, Lawrie hopes his two Ryder Cups as a player - both in America - will be beneficial to the team.
Lawrie contributed 3½ points to the 'Battle of Brookline' in 1999, when the US recovered from 10-6 down to win 14½-13½, a contest remembered for most of the US team invading the 17th green thinking the match was over while Jose Maria Olazabal still had a putt to halve the hole against Justin Leonard.
He also featured in the 'Miracle of Medinah' four years ago, as Europe completed a stunning comeback from 10-4 down during the Saturday afternoon fourballs to win 14½-13½, the Scot winning his singles match for a second time.
""We all know how tough it is to play out there,"" Lawrie added. ""The fans get into it and the majority of the fans watching are American and home supporters.
""I hope to be able to pass on to the boys who have not played over there before what it is like, and what they can expect.""
The first practice day is on Tuesday, with the three-day contest starting on Friday, 30 September with the first foursomes at 13:35 BST, and the fourballs scheduled to follow at 18:30 BST.
The match concludes with the singles on Sunday, 2 October, starting at 17:00 BST.","Vice-captain Paul Lawrie says Rory McIlroy's recent form is a ""huge boost"" to Europe's Ryder Cup team ahead of this week's contest at Hazeltine.",37478638,"Vice-captain Colin Lawrie of Europe believes the team is not fazed by the United States' favorite status in the Ryder Cup, with six rookies among the line-up and Lawrie's personal experience of playing in the competition in America, he hopes to pass on valuable insight to the team.",1,"Article: {}
Summarize the article in one sentence. Summary:"
600,"Martin Shkreli's drug company Turing Pharmaceuticals bought the rights to 62-year old drug Daraprim and increased the price per pill from $13.50 to $750.
Turing said it will cut the price by 50% for hospitals and offer financial assistance to individuals.
However, the company will keep its list price at the new higher level.
In September Turing promised to reduce the price.
The pill costs around $1 for patients in Europe.
In statement Turing's chief commercial officer Nancy Retzlaff defended the company's move. She said that reducing the listing price would not have translated into saving for patients.
""Drug pricing is one of the most complex parts of the healthcare industry. A drug's list price is not the primary factor in determining patient affordability and access,"" Ms Retzlaff said.
Doctors though worry keeping the price so high will make it impossible for hospitals to stock the drug for the few patients who need it.
""The decision not to lower the price leaves patients in the same boat,"" said Dr Joel Gallant, medical director of special service at Southwest Care centre.
Though Turing is offering payment assistance for some patients, Dr Gallant said this could still leave patients waiting for treatment.
""Patients start the drug in the hospital, but then they need to be discharged with the drug. While they wait for patient assistance to be approved they could be re-hospitalised,"" said Dr Gallant.
The original increase sparked outrage on social media and among politicians.
Democratic presidential candidate Hillary Clinton called the increase ""price gouging"".
Turing's chief executive Martin Shkreli- who had been labelled the most hated man in America-fought back saying politicians did not understand Pharmaceutical pricing.
He later backed down and promised to lower the price of the drug, though never said by how much.
Mr Shkreli told ABC news in September, ""'We've agreed to lower the price of Daraprim to a point that is more affordable and is able to allow the company to make a profit, but a very small profit.""","The company that sparked an outcry by raising the price of its HIV drug in the US by 5,000% says it will cut its price for some users.",34917918,"Despite promises to reduce the price of the drug Daraprim, Turing Pharmaceuticals has kept its list price at a significantly higher level than in other countries, leaving doctors and patients concerned about affordability and access, with the company's CEO Martin Shkreli facing criticism for his initial decision to increase the price by over 5,000% and his subsequent reluctance to significantly lower it.",0,"Article: {}
Summarize the article in one sentence. Summary:"
601,"The Chesterfield striker was cleared of rape at a retrial in 2016. He had been charged with attacking the woman in a hotel room in Rhyl, Denbighshire.
Following the retrial, North Wales Police investigated after the woman's name was revealed on social media.
Anyone who reports being a victim of a sex offence is guaranteed lifelong anonymity.
North Wales Police's temporary Supt Jason Devonport said the publishing of her name was a ""serious"" offence.
The men, aged between 16 and 23, were from the Sheffield, Derbyshire and Birmingham areas.
All were cautioned after admitting publishing the name of the woman - who has lifelong anonymity under the Sexual Offences (Amendment) Act 1992 - after the retrial verdict.
Supt Devonport said: ""This type of offence is fortunately rare, however, I'd like to emphasise all police forces take offences of this nature very seriously.
""We will vigorously pursue and prosecute those who don't respect victims' anonymity.""
In November 2012 - following the initial trial - nine people were made to pay compensation to the woman after they admitted naming her on Twitter and Facebook.
Mr Evans, 28, was originally found guilty of rape at Caernarfon Crown Court in 2012, but that conviction was quashed in April 2016. A retrial jury found him not guilty of the offence six months later.
The Chesterfield striker had been charged with attacking her at a hotel on 30 May 2011.
He was found not guilty of the same charge, after a retrial at Cardiff Crown Court, in October 2016.
Mr Evans' former club Sheffield United announced this week it was to re-sign him.",Ten men who revealed the identity of the woman involved in footballer Ched Evans' rape trial have been cautioned.,39710633,"In 2016, a retrial cleared a Chesterfield striker of rape, but following the retrial, his name was published on social media without his consent, in violation of the Sexual Offences (Amendment) Act 1992, leading to an investigation and cautions for the individuals involved.",1,"Article: {}
Summarize the article in one sentence. Summary:"
602,"The company said Lancaster's Caton Road substation went offline at 11:00 BST, leaving parts of the city and nearby Morecambe and Carnforth without power.
Power supplies resumed at 16:30 BST in the remaining 10,000 properties after 53,000 had theirs restored earlier.
The firm said it was not yet known what caused the outage and thanked customers for their ""support"".
A flood at the facility during Storm Desmond in 2015 left 55,000 without power.
The outage resulted in travel problems, with many traffic lights not working, and caused disruption to schools, universities and businesses.
Lancaster town hall closed while the outage was dealt with. It later reopened but Lancaster City Council tweeted it ""can only deal with basic enquiries"".
Salt Ayre Leisure Centre in Lancaster was closed and it only accepted cash payments when it reopened.
Lancaster University was affected and tweeted wi-fi is available outside the chaplaincy centre, security lodge and information systems services.
The university's student union sent a tweet telling students who were facing exams to turn up as usual.
St John's Hospice and Lancaster Cathedral both tweeted that power had returned.","An estimated 63,000 properties in north Lancashire were hit by a power cut, Electricity North West has said.",40354917,"A power outage in Lancaster, England left around 55,000 properties without electricity for several hours on Tuesday, causing travel disruptions, school closures, and disruption to businesses and universities, with the exact cause of the outage still unknown.",0,"Article: {}
Summarize the article in one sentence. Summary:"
603,"At least a dozen Republicans have said they will not be voting for him, since the comments emerged on Friday.
Mr Trump says he will never drop out of the race to be president and will never let his supporters down.
He has been under pressure after a tape from 2005 of him bragging about groping and kissing women was broadcast.
The latest to withdraw their support are former Republican presidential candidate John McCain and former Secretary of State Condoleezza Rice.
Mr McCain said Mr Trump's comments ""make it impossible to continue to offer even conditional support for his candidacy"", while Ms Rice said: ""Enough! Donald Trump should not be President. He should withdraw.""
New Hampshire Senator Kelly Ayotte said in a statement: ""I cannot and will not support a candidate for president who brags about degrading and assaulting women,"" she said
Ms Ayotte - who faces a competitive race for re-election - said she would not vote for Mrs Clinton but instead would ""write in"" Mike Pence, Mr Trump's vice-presidential running mate, on her ballot paper.
Several other Republicans also said they would vote for Mr Pence.
Mr Trump himself stressed that there was ""zero chance I'll quit"", adding that he was getting ""unbelievable"" support.
And in a tweet, the Republican candidate said ""the media and establishment want me out of the race so badly"".
Mr Trump's wife Melania issued a statement on Saturday saying: ""The words my husband used are unacceptable and offensive to me.""
She said her husband had ""the heart and mind of a leader"".
Mr Pence said he was ""offended"" by Mr Trump's video, but grateful he had expressed remorse and apologised to the American people.
""We pray for his family,"" he said in a statement.
House Speaker Paul Ryan had originally invited Mr Trump to attend a campaign event in Wisconsin this weekend but rescinded his invitation, saying he was ""sickened"" by what he had heard. Mr Pence was due to go in his running mate's place, but declined to attend.
Meanwhile, Hillary Clinton, Mr Trump's Democratic election rival, called his comments in the tape ""horrific"".
In the recorded comments, which date back to 2005 when Mr Trump was appearing as a guest on a soap, he says ""you can do anything"" to women ""when you're a star"" and is heard saying ""grab them by the pussy"".
The candidate released a video statement apologising for the comments.
Mr Trump's 2005 comments, posted by the Washington Post, overshadowed the release of transcripts of Mrs Clinton's speeches to private events, by the whistle-blowing site Wikileaks.
The candidate had married his third wife Melania a few months before the recording. She said on Saturday: ""I hope people will accept his apology, as I have, and focus on the important issues facing our nation and the world.""
Who is ahead in the polls?
49%
Hillary Clinton
45%
Donald Trump
Last updated October 3, 2016
The second TV debate between Mr Trump and Mrs Clinton will take place on Sunday evening in St Louis.
Mr Trump recently said he would not bring up stories about Bill Clinton's infidelities in the debate, after previously threatening to do so.
But in his video apology, he attacked the former president directly:
""Bill Clinton has actually abused women, and Hillary has bullied, attacked and shamed his victims.
""We'll discuss this in the coming days,"" he said. ""See you at the debate on Sunday.""
The day after a video emerged in which he suggested he could have any woman he wants because he's a star and so could just grab them by the pussy, Mr Trump is in a whole ocean of hot political water.
Enough, quite possibly, to sink any chance he had of winning the White House.
There is a violence in the phrases ""grab 'em by the pussy"" and ""you can do anything"" that any victim of abuse would recognise and that most women would find sickening.
But this tape doesn't just offend women, judging from the reaction in the Republican party. It has offended a lot of men too. Whether those men will now withdraw their endorsements of him is yet to be seen.
Read more from Katty",More senior Republicans have withdrawn support for US presidential candidate Donald Trump after his obscene remarks about women became public.,37599111,"At least a dozen Republicans have withdrawn their support for Donald Trump's presidential bid following the release of a 2005 video in which he brags about groping and kissing women without their consent, with some calling for him to drop out of the race and others expressing disappointment and outrage.",0,"Article: {}
Summarize the article in one sentence. Summary:"
604,"Investigations are continuing into why the vehicle ploughed into Catherine Bonner's flat in Main Road, Fairlie, at about 13:45 on Thursday.
The A78 through the village is expected to remain closed until early next week.
A 55-year-old man who also lived in the flats continues to be treated for minor injuries at Inverclyde Royal Hospital.
He and the driver were rescued by the emergency services from the rubble. The 54-year-old driver has been released after treatment.
The lorry has been removed from the building and has been taken away to undergo further tests that will help establish the cause of the crash.
North Ayrshire Council said it was working with contractors and engineers to ensure that the properties affected ""are made safe"".
""Engineers and contractors have started work to secure the affected buildings and it is expected that a partial demolition may be required to ensure the site is made safe,"" the council said in a statement.
""The council has agreed that contractors can work into and through the night, if necessary.
""It is hoped that this will allow the A78 to re-open early next week.""
The council said it had arranged for letters to be delivered to all 600 households in Fairlie informing them of the situation and making them aware that some noise disturbance is likely through the night while work is ongoing.
The statement added: ""The council has apologised in advance for any disturbance which may be caused.""
Fairlie Community Council has been campaigning for road improvements in the area.
It has argued that the route is not suitable for traffic that includes lorries heading to Hunterston power station.
Councillor John Ferguson, North Ayrshire Council's cabinet member for infrastructure, said: ""While responsibility for management of the A78 trunk road lies with Transport Scotland, the council has lobbied - and will continue to lobby - for improvements to the road.
""A draft version of the North Ayrshire Local Plan, published in 2003, called on the (then) Scottish Executive to 'fully assess the need for further improvements on the trunk road network and bring forward schemes at the earliest possible date for the A78 coastal route'.
""While the specific reference to a Fairlie by-pass was removed at the request of the Scottish Executive's reporter, the council's aspiration for improvement schemes along the A78 coastal route remains.""",Work will continue through the night to make safe the site of a house struck by a lorry in an accident that led to the death of a 55-year-old woman.,21472661,"An investigation is ongoing into the cause of a vehicle crashing into a flat in Fairlie, North Ayrshire, with the A78 road expected to remain closed until early next week, and the council working to make the affected buildings safe, while the community council has been campaigning for road improvements in the area.",0,"Article: {}
Summarize the article in one sentence. Summary:"
